2012-12-05 19:36:23 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
2012-12-07 08:21:35 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:21:35 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15f7d-b550-488f-8e32-1ed4bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:21:35 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:21:35 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15e2f-2a94-461f-9406-1bb7bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:25 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:25 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16147-025c-43f4-b659-219abd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:25 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:25 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15f7d-b550-488f-8e32-1ed4bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:25 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:25 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16148-2ef8-43c6-8480-219cbd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:25 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:25 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15e2f-2a94-461f-9406-1bb7bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:34 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:35 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16147-025c-43f4-b659-219abd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:35 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:35 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16148-2ef8-43c6-8480-219cbd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:35 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:35 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15e2f-2a94-461f-9406-1bb7bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:35 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:35 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15f7d-b550-488f-8e32-1ed4bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:37 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:37 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16147-025c-43f4-b659-219abd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:37 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:37 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15e2f-2a94-461f-9406-1bb7bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:38 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:38 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16148-2ef8-43c6-8480-219cbd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:38 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:38 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15f7d-b550-488f-8e32-1ed4bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:43 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:43 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16147-025c-43f4-b659-219abd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:44 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:24:44 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15f7d-b550-488f-8e32-1ed4bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:44:47 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:44:47 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16148-2ef8-43c6-8480-219cbd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:44:47 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:44:47 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16147-025c-43f4-b659-219abd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:44:47 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:44:47 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15e2f-2a94-461f-9406-1bb7bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:44:48 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 08:44:48 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15f7d-b550-488f-8e32-1ed4bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 09:08:59 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 09:08:59 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16147-025c-43f4-b659-219abd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 09:08:59 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 09:08:59 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16148-2ef8-43c6-8480-219cbd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 09:08:59 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 09:08:59 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15f7d-b550-488f-8e32-1ed4bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 09:08:59 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 09:08:59 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15e2f-2a94-461f-9406-1bb7bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 09:08:59 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 09:08:59 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16147-025c-43f4-b659-219abd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 09:09:03 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 09:09:03 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c16148-2ef8-43c6-8480-219cbd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 09:09:03 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 09:09:03 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15f7d-b550-488f-8e32-1ed4bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 09:09:04 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
 in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 09:09:04 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: '/home/gillette/public_html/site/webroot/img/upload/galerias/201212/50c15e2f-2a94-461f-9406-1bb7bd71afee/arquivo.jpg' is not a valid JPEG file in [/home/gillette/public_html/site/vendors/resize_img.php, line 51]
2012-12-07 09:09:04 Warning: Warning (2): imagecreatefromjpeg() [<a href='function.imagecreatefromjpeg'>function.imagecreatefromjpeg</a>]: gd-jpeg, libjpeg: recoverable error: Premature end of JPEG file
